player_key,name,position,week,started,team_key,manager_name,points,Passing Yards,Passing Touchdowns,Interceptions,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Return Touchdowns,2-Point Conversions,Fumbles Lost,Offensive Fumble Return TD,Field Goals 0-19 Yards,Field Goals 20-29 Yards,Field Goals 30-39 Yards,Field Goals 40-49 Yards,Field Goals 50+ Yards,Point After Attempt Made,Points Allowed,Sack,Interception,Fumble Recovery,Touchdown,Safety,Block Kick,Kickoff and Punt Return Touchdowns,Points Allowed 0 points,Points Allowed 1-6 points,Points Allowed 7-13 points,Points Allowed 14-20 points,Points Allowed 21-27 points,Points Allowed 28-34 points,Points Allowed 35+ points,Extra Point Returned
390.p.30136,Evan Engram,TE,1,True,390.l.1031063.t.4,august,28.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,116.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.29785,Robbie Anderson,WR,1,False,390.l.1031063.t.4,august,5.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31919,Damien Harris,RB,1,False,390.l.1031063.t.4,august,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.6762,Larry Fitzgerald,WR,1,False,390.l.1031063.t.4,august,25.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,113.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26813,Rex Burkhead,RB,1,False,390.l.1031063.t.4,august,13.5,0.0,0.0,0.0,8.0,44.0,0.0,8.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30153,Curtis Samuel,WR,1,False,390.l.1031063.t.4,august,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31144,Marquez Valdes-Scantling,WR,1,False,390.l.1031063.t.4,august,9.2,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27538,Eric Ebron,TE,1,False,390.l.1031063.t.4,august,1.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.7867,Stephen Gostkowski,K,1,True,390.l.1031063.t.4,august,16.0,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,
390.p.100017,New England,DEF,1,True,390.l.1031063.t.4,august,10.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390.p.6763,Philip Rivers,QB,1,True,390.l.1031063.t.12,Zach,29.92,333.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27540,Odell Beckham Jr.,WR,1,True,390.l.1031063.t.12,Zach,14.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,71.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26699,Keenan Allen,WR,1,True,390.l.1031063.t.12,Zach,26.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,123.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31005,Nick Chubb,RB,1,True,390.l.1031063.t.12,Zach,11.5,0.0,0.0,0.0,17.0,75.0,0.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.29279,Derrick Henry,RB,1,True,390.l.1031063.t.12,Zach,28.9,0.0,0.0,0.0,19.0,84.0,1.0,2.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26678,Vance McDonald,TE,1,True,390.l.1031063.t.12,Zach,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28461,Tevin Coleman,RB,1,False,390.l.1031063.t.12,Zach,7.6,0.0,0.0,0.0,6.0,23.0,0.0,3.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30996,Calvin Ridley,WR,1,False,390.l.1031063.t.12,Zach,16.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,64.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.7200,Aaron Rodgers,QB,1,False,390.l.1031063.t.12,Zach,14.92,203.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27618,Donte Moncrief,WR,1,False,390.l.1031063.t.12,Zach,3.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26701,Marquise Goodwin,WR,1,False,390.l.1031063.t.12,Zach,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31221,Justin Jackson,RB,1,False,390.l.1031063.t.12,Zach,7.1,0.0,0.0,0.0,6.0,57.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.7241,Frank Gore,RB,1,False,390.l.1031063.t.12,Zach,2.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.25881,Greg Zuerlein,K,1,True,390.l.1031063.t.12,Zach,15.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
390.p.100014,Los Angeles,DEF,1,True,390.l.1031063.t.12,Zach,9.0,,,,,,,,,,,,,,,,,,,,,27.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390.p.31002,Lamar Jackson,QB,1,True,390.l.1031063.t.5,Brian,43.56,324.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27581,Davante Adams,WR,1,True,390.l.1031063.t.5,Brian,7.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28534,Stefon Diggs,WR,1,True,390.l.1031063.t.5,Brian,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26671,Le'Veon Bell,RB,1,True,390.l.1031063.t.5,Brian,23.2,0.0,0.0,0.0,17.0,60.0,0.0,9.0,6.0,32.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31905,David Montgomery,RB,1,True,390.l.1031063.t.5,Brian,5.5,0.0,0.0,0.0,6.0,18.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31056,Mark Andrews,TE,1,True,390.l.1031063.t.5,Brian,24.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,108.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30120,Mike Williams,WR,1,False,390.l.1031063.t.5,Brian,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31885,Miles Sanders,RB,1,False,390.l.1031063.t.5,Brian,3.7,0.0,0.0,0.0,11.0,25.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31906,Devin Singletary,RB,1,False,390.l.1031063.t.5,Brian,14.8,0.0,0.0,0.0,4.0,70.0,0.0,6.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30199,Kareem Hunt,RB,1,False,390.l.1031063.t.5,Brian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31868,Deebo Samuel,WR,1,False,390.l.1031063.t.5,Brian,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,17.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31934,Alexander Mattison,RB,1,False,390.l.1031063.t.5,Brian,4.9,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28592,Darren Waller,TE,1,False,390.l.1031063.t.5,Brian,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.6243,Matt Bryant,K,1,True,390.l.1031063.t.5,Brian,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
390.p.100024,Los Angeles,DEF,1,True,390.l.1031063.t.5,Brian,2.0,,,,,,,,,,,,,,,,,,,,,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390.p.8780,Matt Ryan,QB,1,True,390.l.1031063.t.1,WH,22.56,304.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27535,Mike Evans,WR,1,True,390.l.1031063.t.1,WH,4.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28457,Tyler Lockett,WR,1,True,390.l.1031063.t.1,WH,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28474,David Johnson,RB,1,True,390.l.1031063.t.1,WH,25.7,0.0,0.0,0.0,18.0,82.0,0.0,7.0,6.0,55.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30295,Aaron Jones,RB,1,True,390.l.1031063.t.1,WH,4.9,0.0,0.0,0.0,13.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30132,O.J. Howard,TE,1,True,390.l.1031063.t.1,WH,5.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,32.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26561,Josh Gordon,WR,1,False,390.l.1031063.t.1,WH,16.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,73.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30552,Matt Breida,RB,1,False,390.l.1031063.t.1,WH,3.7,0.0,0.0,0.0,15.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31945,Justice Hill,RB,1,False,390.l.1031063.t.1,WH,2.7,0.0,0.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28990,Malcolm Brown,RB,1,False,390.l.1031063.t.1,WH,17.3,0.0,0.0,0.0,11.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.25793,Mohamed Sanu Sr.,WR,1,False,390.l.1031063.t.1,WH,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,57.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28046,Albert Wilson,WR,1,False,390.l.1031063.t.1,WH,3.4,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31017,Christian Kirk,WR,1,False,390.l.1031063.t.1,WH,10.4,0.0,0.0,0.0,1.0,12.0,0.0,12.0,4.0,32.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26534,Justin Tucker,K,1,True,390.l.1031063.t.1,WH,11.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,
390.p.100006,Dallas,DEF,1,True,390.l.1031063.t.1,WH,6.0,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390.p.6770,Ben Roethlisberger,QB,1,True,390.l.1031063.t.6,Jeff Big,9.74,276.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.25802,T.Y. Hilton,WR,1,True,390.l.1031063.t.6,Jeff Big,28.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,87.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.29288,Tyler Boyd,WR,1,True,390.l.1031063.t.6,Jeff Big,14.3,0.0,0.0,0.0,1.0,3.0,0.0,11.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30161,Joe Mixon,RB,1,True,390.l.1031063.t.6,Jeff Big,3.7,0.0,0.0,0.0,6.0,10.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28465,Duke Johnson,RB,1,True,390.l.1031063.t.6,Jeff Big,13.0,0.0,0.0,0.0,9.0,57.0,0.0,5.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30259,George Kittle,TE,1,True,390.l.1031063.t.6,Jeff Big,13.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.29238,Ezekiel Elliott,RB,1,False,390.l.1031063.t.6,Jeff Big,13.3,0.0,0.0,0.0,13.0,53.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.29307,Kenyan Drake,RB,1,False,390.l.1031063.t.6,Jeff Big,4.7,0.0,0.0,0.0,4.0,12.0,0.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27532,Sammy Watkins,WR,1,False,390.l.1031063.t.6,Jeff Big,46.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,198.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.25876,Marvin Jones Jr.,WR,1,False,390.l.1031063.t.6,Jeff Big,10.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.31902,Darrell Henderson Jr.,RB,1,False,390.l.1031063.t.6,Jeff Big,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.8826,DeSean Jackson,WR,1,False,390.l.1031063.t.6,Jeff Big,35.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,154.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.28691,Tyrell Williams,WR,1,False,390.l.1031063.t.6,Jeff Big,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,105.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30266,Jake Elliott,K,1,True,390.l.1031063.t.6,Jeff Big,6.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,
390.p.100026,Seattle,DEF,1,True,390.l.1031063.t.6,Jeff Big,12.0,,,,,,,,,,,,,,,,,,,,,20.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390.p.30971,Baker Mayfield,QB,1,True,390.l.1031063.t.10,Steven,11.4,285.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.24793,Julio Jones,WR,1,True,390.l.1031063.t.10,Steven,15.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,31.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.26664,Robert Woods,WR,1,True,390.l.1031063.t.10,Steven,16.6,0.0,0.0,0.0,2.0,16.0,0.0,13.0,8.0,70.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.30154,Dalvin Cook,RB,1,True,390.l.1031063.t.10,Steven,26.0,0.0,0.0,0.0,21.0,111.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
390.p.27631,Devonta Freeman,RB,1,True,390.l.1031063.t.10,Steven,4.1,0.0,0.0,0.0,8.0,19.0,0.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
