name,team_key,manager_name,league_id,league_season,player_id
schWINNING,1001,Richard,1,2013,6
Chief Keefers,1002,Michael,1,2013,4
TakingaNap,1003,isaiah m,1,2013,13
Killa_Kid_MoFo_Gangsta,1004,Ryan,1,2013,7
Smokin Jays,1005,Alex,1,2013,63
Tity Boi,1006,Tony F,1,2013,9
OVO Crew,1007,Diego,1,2013,1
imran,1008,imran,1,2013,12
The Bottom One Percent,1009,adam,1,2013,11
You Just Got Mrc'd,1010,Marcus,1,2013,3
