week,is_playoffs,is_consolation,team_1_key,team_1_nickname,team_1_points,team_1_projected_points,is_bye,team_2_key,team_2_nickname,team_2_points,team_2_projected_points
8,False,False,399.l.301184.t.12,Zach,104.22,120.74,False,399.l.301184.t.6,Jeff Big,75.32,117.03
9,False,False,399.l.301184.t.12,Zach,108.28,129.16,False,399.l.301184.t.7,Tony F,129.66,140.79
10,False,False,399.l.301184.t.12,Zach,104.04,134.19,False,399.l.301184.t.10,Steven,124.08,130.87
11,False,False,399.l.301184.t.12,Zach,141.16,128.82,False,399.l.301184.t.4,august,123.78,124.79
12,False,False,399.l.301184.t.12,Zach,108.04,129.38,False,399.l.301184.t.8,Ben,142.98,140.02
13,False,False,399.l.301184.t.12,Zach,141.46,126.06,False,399.l.301184.t.11,nate,116.48,120.08
15,True,True,399.l.301184.t.12,Zach,125.72,94.18,False,399.l.301184.t.6,Jeff Big,121.90,93.50
16,True,True,399.l.301184.t.12,Zach,75.84,101.65,False,399.l.301184.t.11,nate,134.42,116.68
1,False,False,399.l.301184.t.6,Jeff Big,142.84,137.03,False,399.l.301184.t.5,Brian,155.86,127.24
2,False,False,399.l.301184.t.6,Jeff Big,134.2,126.37,False,399.l.301184.t.2,Andrew,139.20,133.83
3,False,False,399.l.301184.t.6,Jeff Big,128.78,124.11,False,399.l.301184.t.7,Tony F,112.54,130.99
4,False,False,399.l.301184.t.6,Jeff Big,126.78,132.02,False,399.l.301184.t.4,august,138.40,134.98
5,False,False,399.l.301184.t.6,Jeff Big,140.24,121.18,False,399.l.301184.t.11,nate,90.40,119.46
6,False,False,399.l.301184.t.6,Jeff Big,111.38,133.55,False,399.l.301184.t.1,WH,133.52,132.87
7,False,False,399.l.301184.t.6,Jeff Big,114.32,124.23,False,399.l.301184.t.9,Joe,115.60,124.44
8,False,False,399.l.301184.t.6,Jeff Big,75.32,117.03,False,399.l.301184.t.12,Zach,104.22,120.74
9,False,False,399.l.301184.t.6,Jeff Big,125.74,127.95,False,399.l.301184.t.10,Steven,145.44,139.56
10,False,False,399.l.301184.t.6,Jeff Big,115.32,112.05,False,399.l.301184.t.8,Ben,97.96,121.81
11,False,False,399.l.301184.t.6,Jeff Big,132.68,124.42,False,399.l.301184.t.3,Alex Zara,140.12,128.79
12,False,False,399.l.301184.t.6,Jeff Big,136.12,114.36,False,399.l.301184.t.5,Brian,115.88,113.12
13,False,False,399.l.301184.t.6,Jeff Big,143.42,107.28,False,399.l.301184.t.2,Andrew,148.50,130.98
14,True,True,399.l.301184.t.6,Jeff Big,109.92,113.23,False,399.l.301184.t.9,Joe,109.66,110.51
15,True,True,399.l.301184.t.6,Jeff Big,121.9,93.5,False,399.l.301184.t.12,Zach,125.72,94.18
16,True,True,399.l.301184.t.6,Jeff Big,110.44,81.01,False,399.l.301184.t.4,august,91.30,105.44
1,False,False,399.l.301184.t.4,august,127.88,135.95,False,399.l.301184.t.11,nate,134.50,137.14
2,False,False,399.l.301184.t.4,august,149.52,127.38,False,399.l.301184.t.1,WH,126.74,130.22
3,False,False,399.l.301184.t.4,august,153.1,131.19,False,399.l.301184.t.9,Joe,103.20,126.38
4,False,False,399.l.301184.t.4,august,138.4,134.98,False,399.l.301184.t.6,Jeff Big,126.78,132.02
5,False,False,399.l.301184.t.4,august,106.5,116.29,False,399.l.301184.t.10,Steven,159.06,148.38
6,False,False,399.l.301184.t.4,august,92.62,112.4,False,399.l.301184.t.8,Ben,77.58,136.06
7,False,False,399.l.301184.t.4,august,97.76,110.67,False,399.l.301184.t.3,Alex Zara,127.30,132.69
8,False,False,399.l.301184.t.4,august,159.04,118.44,False,399.l.301184.t.5,Brian,73.84,126.14
9,False,False,399.l.301184.t.4,august,101.9,115.82,False,399.l.301184.t.2,Andrew,174.00,127.44
10,False,False,399.l.301184.t.4,august,94.72,128.52,False,399.l.301184.t.7,Tony F,123.34,136.83
11,False,False,399.l.301184.t.4,august,123.78,124.79,False,399.l.301184.t.12,Zach,141.16,128.82
12,False,False,399.l.301184.t.4,august,89.1,125.79,False,399.l.301184.t.11,nate,136.30,120.65
13,False,False,399.l.301184.t.4,august,105.52,123.44,False,399.l.301184.t.1,WH,88.24,108.78
15,True,True,399.l.301184.t.4,august,78.44,117.49,False,399.l.301184.t.11,nate,114.32,118.48
16,True,True,399.l.301184.t.4,august,91.3,105.44,False,399.l.301184.t.6,Jeff Big,110.44,81.01
1,False,False,399.l.301184.t.1,WH,138.26,132.77,False,399.l.301184.t.7,Tony F,118.76,131.94
2,False,False,399.l.301184.t.1,WH,126.74,130.22,False,399.l.301184.t.4,august,149.52,127.38
3,False,False,399.l.301184.t.1,WH,104.9,135.45,False,399.l.301184.t.11,nate,133.78,118.88
4,False,False,399.l.301184.t.1,WH,129.34,135.96,False,399.l.301184.t.12,Zach,112.64,131.20
5,False,False,399.l.301184.t.1,WH,135.44,133.26,False,399.l.301184.t.9,Joe,136.80,125.99
6,False,False,399.l.301184.t.1,WH,133.52,132.87,False,399.l.301184.t.6,Jeff Big,111.38,133.55
7,False,False,399.l.301184.t.1,WH,130.0,125.52,False,399.l.301184.t.10,Steven,118.16,139.90
8,False,False,399.l.301184.t.1,WH,96.54,124.16,False,399.l.301184.t.8,Ben,100.96,131.47
9,False,False,399.l.301184.t.1,WH,72.94,120.35,False,399.l.301184.t.3,Alex Zara,104.08,124.69
10,False,False,399.l.301184.t.1,WH,113.88,113.77,False,399.l.301184.t.5,Brian,114.68,129.21
11,False,False,399.l.301184.t.1,WH,90.12,120.63,False,399.l.301184.t.2,Andrew,112.24,122.86
12,False,False,399.l.301184.t.1,WH,71.2,123.1,False,399.l.301184.t.7,Tony F,155.80,139.79
13,False,False,399.l.301184.t.1,WH,88.24,108.78,False,399.l.301184.t.4,august,105.52,123.44
14,True,True,399.l.301184.t.1,WH,108.9,121.68,False,399.l.301184.t.11,nate,142.32,112.00
15,True,True,399.l.301184.t.1,WH,127.88,109.72,False,399.l.301184.t.9,Joe,95.64,91.25
1,False,False,399.l.301184.t.9,Joe,114.3,118.35,False,399.l.301184.t.2,Andrew,167.16,129.00
2,False,False,399.l.301184.t.9,Joe,111.14,124.26,False,399.l.301184.t.7,Tony F,121.48,133.24
3,False,False,399.l.301184.t.9,Joe,103.2,126.38,False,399.l.301184.t.4,august,153.10,131.19
4,False,False,399.l.301184.t.9,Joe,123.42,122.72,False,399.l.301184.t.11,nate,122.32,133.20
5,False,False,399.l.301184.t.9,Joe,136.8,125.99,False,399.l.301184.t.1,WH,135.44,133.26
6,False,False,399.l.301184.t.9,Joe,122.32,117.7,False,399.l.301184.t.12,Zach,144.26,112.42
7,False,False,399.l.301184.t.9,Joe,115.6,124.44,False,399.l.301184.t.6,Jeff Big,114.32,124.23
8,False,False,399.l.301184.t.9,Joe,82.16,112.66,False,399.l.301184.t.10,Steven,159.72,133.49
9,False,False,399.l.301184.t.9,Joe,93.72,90.41,False,399.l.301184.t.8,Ben,127.20,122.58
10,False,False,399.l.301184.t.9,Joe,98.66,120.16,False,399.l.301184.t.3,Alex Zara,81.22,114.68
11,False,False,399.l.301184.t.9,Joe,100.66,113.78,False,399.l.301184.t.5,Brian,120.74,124.97
12,False,False,399.l.301184.t.9,Joe,135.3,118.11,False,399.l.301184.t.2,Andrew,170.46,136.40
13,False,False,399.l.301184.t.9,Joe,81.62,107.61,False,399.l.301184.t.7,Tony F,165.58,143.79
14,True,True,399.l.301184.t.9,Joe,109.66,110.51,False,399.l.301184.t.6,Jeff Big,109.92,113.23
15,True,True,399.l.301184.t.9,Joe,95.64,91.25,False,399.l.301184.t.1,WH,127.88,109.72
